EPRTextModeVersion05

Year
2024
Month
11
Day
21
Time
864
Type
17
Field set
3000.00000
Scan Range
1000.00000
Reciver Gain
 500.00000
Time scan
   2.00000
Dots number
12000
Time constant
   0.30000
Modulation amplitude
  10.00000
Frequency
   9.14500
Power
  10.00000
Base line
1746
298, C
 295.00000
R, Ohm
   0.00000
Setted field
3251.00000
Scans number
1
Used ADC
3
x_ratio
5.00000
x-coordinate	Amplitude
2500.00000	-1
2500.09155	-1
2500.16675	-1
2500.25000	1
2500.34155	0
2500.41675	-2
2500.50000	-2
2500.58325	-2
2500.66675	-1
2500.75000	-2
2500.83325	0
2500.91675	-1
2501.00000	-1
2501.08325	-3
2501.16675	0
2501.25000	-1
2501.33325	0
2501.41675	-1
2501.50000	1
2501.58325	-1
2501.66675	-1
2501.75000	0
2501.83325	1
2501.91675	-2
2502.00000	0
2502.08325	1
2502.16675	1
2502.25000	0
2502.33325	2
2502.41675	2
2502.50000	1
2502.58325	0
2502.66675	1
2502.75000	1
2502.83325	0
2502.91675	1
2503.00000	-1
2503.08325	0
2503.16675	2
2503.25000	1
2503.33325	1
2503.42505	-1
2503.50000	2
2503.58325	1
2503.66675	1
2503.75000	1
2503.83325	2
2503.91675	3
2504.00000	0
2504.08325	0
2504.16675	2
2504.25830	2
2504.33325	3
2504.41675	2
2504.50000	1
2504.58325	5
2504.66675	2
2504.75000	2
2504.83325	1
2504.91675	5
2505.00000	5
2505.08325	3
2505.16675	4
2505.25000	3
2505.33325	3
2505.41675	3
2505.50000	4
2505.58325	4
2505.66675	5
2505.75000	3
2505.83325	3
2505.91675	2
2506.00000	3
2506.08325	2
2506.16675	5
2506.25000	4
2506.33325	6
2506.41675	3
2506.50000	3
2506.58325	3
2506.66675	3
2506.75830	2
2506.83325	1
2506.92505	0
2507.00000	2
2507.08325	1
2507.16675	3
2507.25830	2
2507.33325	2
2507.41675	1
2507.50830	3
2507.58325	-1
2507.66675	1
2507.75000	1
2507.83325	1
2507.91675	2
2508.00830	2
2508.08325	1
2508.16675	1
2508.25000	2
2508.33325	4
2508.41675	0
2508.50000	3
2508.59155	3
2508.67505	3
2508.75000	1
2508.83325	3
2508.91675	2
2509.00000	2
2509.08325	1
2509.16675	3
2509.25000	3
2509.33325	4
2509.41675	2
2509.50000	2
2509.58325	1
2509.66675	1
2509.75000	3
2509.83325	3
2509.91675	1
2510.00000	5
2510.08325	1
2510.16675	5
2510.25000	2
2510.33325	5
2510.42505	1
2510.50000	4
2510.58325	2
2510.66675	2
2510.75000	3
2510.83325	2
2510.91675	3
2511.00000	2
2511.08325	3
2511.16675	2
2511.25000	1
2511.33325	1
2511.41675	0
2511.50000	0
2511.58325	0
2511.67505	1
2511.75000	-1
2511.83325	0
2511.91675	3
2512.00000	2
2512.08325	0
2512.17505	1
2512.25000	1
2512.33325	1
2512.41675	0
2512.50000	1
2512.58325	0
2512.66675	2
2512.75000	3
2512.83325	1
2512.91675	1
2513.00000	1
2513.08325	0
2513.16675	2
2513.25000	3
2513.33325	3
2513.41675	2
2513.50000	2
2513.58325	2
2513.66675	2
2513.75000	2
2513.83325	3
2513.92505	2
2514.00000	4
2514.09155	2
2514.16675	4
2514.25000	2
2514.33325	2
2514.41675	2
2514.50000	1
2514.58325	1
2514.66675	1
2514.75830	1
2514.83325	2
2514.92505	2
2515.00000	2
2515.08325	1
2515.16675	3
2515.25000	2
2515.33325	1
2515.41675	2
2515.50000	0
2515.58325	1
2515.66675	1
2515.75000	1
2515.84155	-2
2515.92505	1
2516.00000	0
2516.08325	-1
2516.16675	-1
2516.25000	0
2516.33325	0
2516.41675	0
2516.50830	2
2516.58325	0
2516.66675	1
2516.75000	3
2516.83325	0
2516.91675	1
2517.00000	1
2517.08325	1
2517.16675	1
2517.25000	0
2517.33325	1
2517.41675	1
2517.50000	3
2517.58325	2
2517.66675	2
2517.75000	4
2517.83325	3
2517.91675	4
2518.00000	2
2518.08325	4
2518.16675	3
2518.25830	3
2518.33325	3
2518.41675	2
2518.50000	0
2518.58325	3
2518.66675	1
2518.75000	4
2518.83325	2
2518.91675	3
2519.00000	3
2519.08325	4
2519.16675	2
2519.25000	5
2519.33325	4
2519.41675	2
2519.50000	2
2519.58325	1
2519.66675	1
2519.75000	2
2519.83325	3
2519.91675	3
2520.00830	0
2520.08325	1
2520.16675	1
2520.25000	1
2520.33325	3
2520.41675	2
2520.50830	0
2520.58325	3
2520.66675	2
2520.75000	1
2520.83325	1
2520.91675	0
2521.00000	1
2521.08325	0
2521.16675	0
2521.25000	1
2521.33325	0
2521.42505	0
2521.50000	2
2521.58325	0
2521.66675	1
2521.75830	1
2521.83325	2
2521.91675	3
2522.00000	0
2522.08325	3
2522.16675	0
2522.25000	1
2522.33325	1
2522.41675	2
2522.50000	2
2522.58325	1
2522.66675	2
2522.75000	2
2522.83325	1
2522.91675	2
2523.00000	2
2523.09155	3
2523.16675	2
2523.25830	4
2523.33325	1
2523.41675	2
2523.50830	3
2523.58325	5
2523.66675	3
2523.75000	1
2523.83325	2
2523.91675	2
2524.00000	0
2524.08325	1
2524.16675	0
2524.25000	3
2524.33325	1
2524.41675	0
2524.50000	0
2524.58325	-1
2524.66675	-1
2524.75000	0
2524.83325	-1
2524.91675	1
2525.00000	1
2525.08325	2
2525.16675	1
2525.25000	-1
2525.33325	1
2525.41675	1
2525.50000	3
2525.58325	2
2525.66675	1
2525.75000	3
2525.83325	2
2525.91675	2
2526.00000	4
2526.08325	3
2526.16675	4
2526.25000	5
2526.33325	2
2526.41675	3
2526.50000	2
2526.58325	2
2526.66675	4
2526.75000	2
2526.83325	2
2526.91675	4
2527.00000	3
2527.08325	3
2527.16675	3
2527.25000	4
2527.33325	3
2527.41675	3
2527.50000	3
2527.58325	4
2527.66675	4
2527.75000	2
2527.83325	1
2527.91675	3
2528.00000	2
2528.08325	3
2528.16675	-1
2528.25000	0
2528.34155	1
2528.41675	0
2528.50000	1
2528.58325	3
2528.66675	0
2528.75000	0
2528.83325	1
2528.91675	0
2529.00000	-1
2529.08325	0
2529.16675	2
2529.25000	0
2529.33325	-2
2529.41675	0
2529.50000	0
2529.58325	0
2529.67505	0
2529.75000	-1
2529.84155	0
2529.91675	0
2530.00000	0
2530.08325	0
2530.16675	0
2530.25000	0
2530.33325	-1
2530.41675	-1
2530.50830	1
2530.59155	-1
2530.66675	-1
2530.75000	-1
2530.83325	-2
2530.91675	-1
2531.00000	-1
2531.08325	-1
2531.16675	0
2531.25000	0
2531.33325	0
2531.41675	1
2531.50000	1
2531.58325	1
2531.66675	-1
2531.75000	-1
2531.83325	0
2531.91675	1
2532.00000	-1
2532.08325	-1
2532.16675	-2
2532.25000	0
2532.33325	1
2532.42505	-1
2532.50000	-2
2532.58325	1
2532.66675	-1
2532.75000	-2
2532.83325	-1
2532.91675	0
2533.00000	0
2533.08325	1
2533.16675	-1
2533.25000	1
2533.34155	-2
2533.42505	-2
2533.50000	-1
2533.59155	-2
2533.66675	0
2533.75000	-1
2533.83325	-2
2533.91675	-3
2534.00000	-2
2534.08325	-2
2534.16675	-2
2534.25830	-3
2534.33325	-2
2534.41675	-2
2534.50000	-2
2534.58325	-2
2534.66675	-4
2534.75000	-3
2534.83325	-2
2534.91675	-2
2535.00000	-3
2535.08325	-2
2535.16675	0
2535.25000	0
2535.33325	-2
2535.41675	-3
2535.50000	-2
2535.58325	-1
2535.66675	-3
2535.75000	-2
2535.83325	-2
2535.91675	0
2536.00000	-1
2536.09155	-1
2536.16675	1
2536.25000	1
2536.33325	-1
2536.41675	-1
2536.50000	1
2536.59155	0
2536.66675	1
2536.75000	3
2536.83325	2
2536.91675	1
2537.00000	2
2537.08325	0
2537.16675	0
2537.25830	0
2537.33325	0
2537.41675	-1
2537.50000	-1
2537.59155	0
2537.66675	0
2537.75000	0
2537.83325	-1
2537.92505	1
2538.00000	0
2538.08325	1
2538.16675	2
2538.25000	2
2538.33325	1
2538.41675	2
2538.50000	2
2538.58325	0
2538.66675	0
2538.75000	1
2538.83325	2
2538.91675	1
2539.00000	2
2539.08325	1
2539.17505	3
2539.25000	1
2539.33325	1
2539.41675	0
2539.50000	0
2539.58325	-1
2539.66675	1
2539.75000	-1
2539.83325	0
2539.91675	0
2540.00000	0
2540.09155	0
2540.16675	-1
2540.25000	2
2540.33325	0
2540.41675	-2
2540.50000	-1
2540.58325	-1
2540.66675	-3
2540.75000	-1
2540.84155	-2
2540.91675	-3
2541.00000	-2
2541.08325	-3
2541.16675	-2
2541.25000	-1
2541.33325	-1
2541.41675	-2
2541.50000	-2
2541.59155	-1
2541.66675	-2
2541.75000	-2
2541.84155	-2
2541.91675	-1
2542.00000	-2
2542.08325	-2
2542.16675	-3
2542.25000	-2
2542.33325	-2
2542.41675	-2
2542.50000	-2
2542.58325	-1
2542.66675	-2
2542.75000	1
2542.83325	-1
2542.91675	2
2543.00000	-1
2543.08325	-1
2543.16675	0
2543.25000	-3
2543.33325	-2
2543.42505	-1
2543.50000	1
2543.59155	1
2543.66675	2
2543.75000	1
2543.83325	1
2543.91675	0
2544.00000	-1
2544.08325	1
2544.16675	2
2544.25000	1
2544.34155	0
2544.41675	1
2544.50000	2
2544.58325	1
2544.66675	0
2544.75000	-1
2544.83325	-1
2544.91675	1
2545.00000	-1
2545.08325	0
2545.16675	-1
2545.25000	-1
2545.33325	1
2545.41675	-1
2545.50000	0
2545.58325	-1
2545.66675	0
2545.75000	-1
2545.83325	0
2545.91675	0
2546.00000	1
2546.08325	-1
2546.16675	0
